rollno,semno,year,subno,crd,grade,date_of_entry,sub_type
1401ME50,6,2017,ME311,4,BC,5/4/2017 17:07:31,CORE
1401ME50,6,2017,ME322,6,F,5/4/2017 12:37:38,CORE
1401ME51,6,2017,HS311,6,AB,5/4/2017 12:14:37,HS Elective
1401ME51,6,2017,ME306,8,CC,5/3/2017 13:10:29,CORE
1401ME51,6,2017,ME307,8,BC,5/4/2017 09:27:33,CORE
1401ME51,6,2017,ME308,6,BC,5/4/2017 19:27:28,CORE
1401ME51,6,2017,ME309,8,BC,5/4/2017 18:35:30,CORE
1401ME51,6,2017,ME311,4,BB,5/4/2017 17:07:31,CORE
1401ME51,6,2017,ME322,6,BC,5/4/2017 12:37:38,CORE
1401ME52,6,2017,HS331,6,AB,5/3/2017 10:50:29,HS Elective
1401ME52,6,2017,ME306,8,BB,5/3/2017 13:10:29,CORE
1401ME52,6,2017,ME307,8,AB,5/4/2017 09:27:33,CORE
1401ME52,6,2017,ME309,8,AB,5/4/2017 18:35:30,CORE
1401ME52,6,2017,ME311,4,AB,5/4/2017 17:07:31,CORE
1401ME52,6,2017,ME322,6,AB,5/4/2017 12:37:38,CORE
1401CS18,2,2017,CS112,3,F,5/4/2017 15:31:31,CORE
1401CS18,4,2017,CS225,6,F,5/4/2017 09:48:53,CORE
1401CS18,4,2017,CS226,3,F,5/4/2017 10:08:21,CORE
1401CS18,4,2017,CS299,4,F,5/4/2017 11:12:04,CORE
1401CS18,4,2017,HS222,6,F,5/5/2017 11:17:36,HSS Electives
1401CS18,4,2017,MA225,8,F,5/4/2017 19:29:44,CORE
1401CS18,4,2017,PH201,6,F,5/3/2017 16:36:45,CORE
1401CH14,6,2017,CH320,3,CC,5/4/2017 08:44:24,CORE
1401CH20,6,2017,CH308,6,AA,4/30/2017 19:33:26,CORE
1401EE01,6,2017,EE351,6,CD,5/2/2017 20:28:23,CORE
1401EE10,6,2017,EE351,6,BC,5/2/2017 20:28:23,CORE
1401EE33,6,2017,EE351,6,BC,5/2/2017 20:28:24,CORE
1401CS02,6,2017,CS399,3,BB,5/1/2017 11:56:21,CORE
1401CS09,6,2017,CS399,3,BB,5/1/2017 11:56:21,CORE
1401CS15,6,2017,CS399,3,AB,5/1/2017 11:56:21,CORE
1401CS22,6,2017,CS399,3,CC,5/1/2017 11:56:22,CORE
1401CS29,6,2017,CS399,3,BC,5/1/2017 11:56:22,CORE
1401CS35,6,2017,CS399,3,AB,5/1/2017 11:56:22,CORE
1401CS41,6,2017,CS399,3,BB,5/1/2017 11:56:22,CORE
1401CS47,6,2017,CS399,3,AB,5/1/2017 11:56:22,CORE
1401CE02,6,2017,CE302,8,AB,5/1/2017 23:44:35,CORE
1401EE05,6,2017,EE321,3,BC,5/2/2017 12:14:38,CORE
1401EE19,6,2017,EE321,3,AA,5/2/2017 12:14:38,CORE
1401EE25,6,2017,EE321,3,CC,5/2/2017 12:14:38,CORE
1401EE29,6,2017,EE321,3,AB,5/2/2017 12:14:39,CORE
1401EE40,6,2017,EE321,3,AB,5/2/2017 12:14:39,CORE
1401EE51,6,2017,EE321,3,AA,5/2/2017 12:14:39,CORE
1401ME09,6,2017,HS331,6,BB,5/3/2017 10:50:28,HS Elective
1401ME21,6,2017,HS331,6,CC,5/3/2017 10:50:28,HS Elective
1401ME26,6,2017,HS331,6,CD,5/3/2017 10:50:28,HS Elective
1401ME34,6,2017,HS331,6,CC,5/3/2017 10:50:28,HS Elective
1401ME37,6,2017,HS331,6,AB,5/3/2017 10:50:28,HS Elective
1401ME46,6,2017,HS331,6,BC,5/3/2017 10:50:29,HS Elective
1401CE08,6,2017,CE310,3,DD,5/3/2017 18:15:04,CORE
1401CE17,6,2017,CE310,3,AB,5/3/2017 18:15:04,CORE
1401CE19,6,2017,CE310,3,BC,5/3/2017 18:15:04,CORE
1401ME07,6,2017,ME308,6,BC,5/4/2017 19:27:26,CORE
1401ME52,6,2017,ME308,6,BB,5/4/2017 19:27:28,CORE
1401CE02,7,2017,CE400,2,BB,12/4/2017 18:25:18,CORE
1401CE02,7,2017,CE401,6,AB,12/1/2017 18:31:13,CORE
1401CE02,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE02,7,2017,CE498,8,BB,12/4/2017 18:22:31,CORE
1401CE02,7,2017,CE517,6,BB,11/28/2017 17:23:37,Department Elective - I
1401CE02,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - II
1401CE02,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CE03,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE03,7,2017,CE401,6,BC,12/1/2017 18:31:13,CORE
1401CE03,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE03,7,2017,CE517,6,AA,11/28/2017 17:23:37,Department Elective - I
1401CE03,7,2017,CE523,6,AA,12/4/2017 18:29:22,Department Elective - II
1401CE03,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE04,7,2017,CE400,2,BB,12/4/2017 18:25:18,CORE
1401CE04,7,2017,CE401,6,BC,12/1/2017 18:31:13,CORE
1401CE04,7,2017,CE403,6,CC,12/3/2017 12:48:02,CORE
1401CE04,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE04,7,2017,CE519,6,BC,12/1/2017 18:48:21,Department Elective - I
1401CE04,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - II
1401CE04,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE05,7,2017,CE400,2,AA,12/4/2017 18:25:18,CORE
1401CE05,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE05,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE05,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE05,7,2017,CE517,6,AB,11/28/2017 17:23:37,Department Elective - II
1401CE05,7,2017,CE519,6,AA,12/1/2017 18:48:21,Department Elective - I
1401CE05,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CE06,7,2017,CE400,2,AA,12/4/2017 18:25:18,CORE
1401CE06,7,2017,CE401,6,CC,12/1/2017 18:31:13,CORE
1401CE06,7,2017,CE403,6,CD,12/3/2017 12:48:02,CORE
1401CE06,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE06,7,2017,CE519,6,BC,12/1/2017 18:48:21,Department Elective - I
1401CE06,7,2017,CE523,6,BC,12/4/2017 18:29:22,Department Elective - II
1401CE06,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CE07,7,2017,CE400,2,BC,12/4/2017 18:25:18,CORE
1401CE07,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE07,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE07,7,2017,CE498,8,BB,12/4/2017 18:22:31,CORE
1401CE07,7,2017,CE519,6,AA,12/1/2017 18:48:21,Department Elective - II
1401CE07,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - I
1401CE07,7,2017,PH401,6,BC,12/4/2017 17:28:03,Open Elective - I
1401CE08,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE08,7,2017,CE401,6,CC,12/1/2017 18:31:13,CORE
1401CE08,7,2017,CE403,6,DD,12/3/2017 12:48:02,CORE
1401CE08,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE08,7,2017,CE519,6,CC,12/1/2017 18:48:21,Department Elective - I
1401CE08,7,2017,CE523,6,CD,12/4/2017 18:29:22,Department Elective - II
1401CE08,7,2017,PH401,6,CC,12/4/2017 17:28:03,Open Elective - I
1401CE10,7,2017,CE400,2,CC,12/4/2017 18:25:18,CORE
1401CE10,7,2017,CE401,6,BC,12/1/2017 18:31:13,CORE
1401CE10,7,2017,CE403,6,CD,12/3/2017 12:48:02,CORE
1401CE10,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE10,7,2017,CE519,6,BC,12/1/2017 18:48:21,Department Elective - II
1401CE10,7,2017,CE523,6,BC,12/4/2017 18:29:22,Department Elective - I
1401CE10,7,2017,PH401,6,BC,12/4/2017 17:28:03,Open Elective - I
1401CE11,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE11,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE11,7,2017,CE403,6,BB,12/3/2017 12:48:02,CORE
1401CE11,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE11,7,2017,CE519,6,BB,12/1/2017 18:48:21,Department Elective - II
1401CE11,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - I
1401CE11,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CE13,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE13,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE13,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE13,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE13,7,2017,CE519,6,CC,12/1/2017 18:48:21,Department Elective - II
1401CE13,7,2017,CE523,6,CC,12/4/2017 18:29:22,Department Elective - I
1401CE13,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CE14,7,2017,CE400,2,CC,12/4/2017 18:25:18,CORE
1401CE14,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE14,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE14,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE14,7,2017,CE519,6,BB,12/1/2017 18:48:21,Department Elective - II
1401CE14,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - I
1401CE14,7,2017,HS451,6,BC,12/5/2017 21:52:59,Open Elective - I
1401CE15,7,2017,CE400,2,AA,12/4/2017 18:25:18,CORE
1401CE15,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE15,7,2017,CE403,6,BB,12/3/2017 12:48:02,CORE
1401CE15,7,2017,CE498,8,BB,12/4/2017 18:22:31,CORE
1401CE15,7,2017,CE517,6,AB,11/28/2017 17:23:37,Department Elective - I
1401CE15,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - II
1401CE15,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE17,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE17,7,2017,CE401,6,BB,12/1/2017 18:31:13,CORE
1401CE17,7,2017,CE403,6,BB,12/3/2017 12:48:02,CORE
1401CE17,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE17,7,2017,CE517,6,AA,11/28/2017 17:23:37,Department Elective - I
1401CE17,7,2017,CE523,6,AA,12/4/2017 18:29:22,Department Elective - II
1401CE17,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE18,7,2017,CE400,2,BC,12/4/2017 18:25:18,CORE
1401CE18,7,2017,CE401,6,CD,12/1/2017 18:31:13,CORE
1401CE18,7,2017,CE403,6,CC,12/3/2017 12:48:02,CORE
1401CE18,7,2017,CE498,8,AB,12/4/2017 18:22:31,CORE
1401CE18,7,2017,CE519,6,CC,12/1/2017 18:48:21,Department Elective - II
1401CE18,7,2017,CE523,6,CC,12/4/2017 18:29:22,Department Elective - I
1401CE18,7,2017,PH401,6,BB,12/4/2017 17:28:03,Open Elective - I
1401CE19,7,2017,CE400,2,CD,12/4/2017 18:25:18,CORE
1401CE19,7,2017,CE401,6,CD,12/1/2017 18:31:13,CORE
1401CE19,7,2017,CE403,6,DD,12/3/2017 12:48:02,CORE
1401CE19,7,2017,CE498,8,DD,12/4/2017 18:22:31,CORE
1401CE19,7,2017,CE519,6,CC,12/1/2017 18:48:21,Department Elective - II
1401CE19,7,2017,CE523,6,CD,12/4/2017 18:29:22,Department Elective - I
1401CE19,7,2017,PH401,6,CC,12/4/2017 17:28:03,Open Elective - I
1401CE20,7,2017,CE400,2,AA,12/4/2017 18:25:18,CORE
1401CE20,7,2017,CE401,6,AB,12/1/2017 18:31:13,CORE
1401CE20,7,2017,CE403,6,AB,12/3/2017 12:48:02,CORE
1401CE20,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE20,7,2017,CE517,6,AA,11/28/2017 17:23:37,Department Elective - I
1401CE20,7,2017,CE519,6,AA,12/1/2017 18:48:21,Department Elective - II
1401CE20,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE21,7,2017,CE400,2,AB,12/4/2017 18:25:18,CORE
1401CE21,7,2017,CE401,6,BC,12/1/2017 18:31:13,CORE
1401CE21,7,2017,CE403,6,CD,12/3/2017 12:48:02,CORE
1401CE21,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE21,7,2017,CE519,6,CD,12/1/2017 18:48:21,Department Elective - I
1401CE21,7,2017,CE523,6,CC,12/4/2017 18:29:22,Department Elective - II
1401CE21,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CE23,7,2017,CE401,6,BC,12/1/2017 18:31:13,CORE
1401CE23,7,2017,CE403,6,BC,12/3/2017 12:48:02,CORE
1401CE23,7,2017,CE498,8,AA,12/4/2017 18:22:31,CORE
1401CE23,7,2017,CE517,6,BB,11/28/2017 17:23:37,Department Elective - I
1401CE23,7,2017,CE523,6,AB,12/4/2017 18:29:22,Department Elective - II
1401CE23,7,2017,MA515,6,AA,12/4/2017 15:37:25,Open Elective - I
1401CH01,7,2017,CB501,6,AA,12/5/2017 17:50:05,Open Elective - I
1401CH01,7,2017,CB503,6,AA,12/4/2017 15:24:43,Department Elective - II
1401CH01,7,2017,CH400,2,AA,12/4/2017 11:30:08,CORE
1401CH01,7,2017,CH401,6,AA,12/1/2017 21:58:56,CORE
1401CH01,7,2017,CH409,6,AA,12/3/2017 23:36:33,Department Elective - I
1401CH01,7,2017,CH410,10,AA,12/4/2017 11:32:59,CORE
1401CH02,7,2017,CB501,6,CC,12/5/2017 17:50:05,Open Elective - I
1401CH02,7,2017,CB503,6,BC,12/4/2017 15:24:43,Department Elective - II
1401CH02,7,2017,CH400,2,CD,12/4/2017 11:30:08,CORE
1401CH02,7,2017,CH401,6,BB,12/1/2017 21:58:56,CORE
1401CH02,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH02,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH03,7,2017,CB404,6,BB,12/4/2017 14:29:47,Department Elective - II
1401CH03,7,2017,CH400,2,BC,12/4/2017 11:30:08,CORE
1401CH03,7,2017,CH401,6,BC,12/1/2017 21:58:56,CORE
1401CH03,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH03,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH03,7,2017,PH403,6,BC,12/4/2017 15:23:00,Open Elective - I
1401CH04,7,2017,CB501,6,AA,12/5/2017 17:50:05,Open Elective - I
1401CH04,7,2017,CB503,6,AB,12/4/2017 15:24:43,Department Elective - II
1401CH04,7,2017,CH400,2,AA,12/4/2017 11:30:08,CORE
1401CH04,7,2017,CH401,6,BB,12/1/2017 21:58:56,CORE
1401CH04,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH04,7,2017,CH410,10,AA,12/4/2017 11:32:59,CORE
1401CH05,7,2017,CB404,6,AA,12/4/2017 14:29:47,Department Elective - II
1401CH05,7,2017,CB503,6,AA,12/4/2017 15:24:43,Open Elective - I
1401CH05,7,2017,CH400,2,BB,12/4/2017 11:30:08,CORE
1401CH05,7,2017,CH401,6,BB,12/1/2017 21:58:56,CORE
1401CH05,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH05,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH06,7,2017,CB404,6,BB,12/4/2017 14:29:47,Department Elective - II
1401CH06,7,2017,CH400,2,CC,12/4/2017 11:30:08,CORE
1401CH06,7,2017,CH401,6,CC,12/1/2017 21:58:56,CORE
1401CH06,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH06,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH06,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CH07,7,2017,CB503,6,AB,12/4/2017 15:24:43,Department Elective - II
1401CH07,7,2017,CH400,2,BB,12/4/2017 11:30:08,CORE
1401CH07,7,2017,CH401,6,BB,12/1/2017 21:58:56,CORE
1401CH07,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH07,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH07,7,2017,PH401,6,BB,12/4/2017 17:28:03,Open Elective - I
1401CH08,7,2017,CB404,6,AB,12/4/2017 14:29:47,Department Elective - II
1401CH08,7,2017,CB503,6,AA,12/4/2017 15:24:43,Open Elective - I
1401CH08,7,2017,CH400,2,BB,12/4/2017 11:30:08,CORE
1401CH08,7,2017,CH401,6,AB,12/1/2017 21:58:56,CORE
1401CH08,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH08,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH10,7,2017,CB501,6,AB,12/5/2017 17:50:05,Open Elective - I
1401CH10,7,2017,CB503,6,AB,12/4/2017 15:24:43,Department Elective - II
1401CH10,7,2017,CH400,2,BC,12/4/2017 11:30:08,CORE
1401CH10,7,2017,CH401,6,AB,12/1/2017 21:58:56,CORE
1401CH10,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH10,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH11,7,2017,CB503,6,CD,12/4/2017 15:24:43,Department Elective - II
1401CH11,7,2017,CH400,2,DD,12/4/2017 11:30:08,CORE
1401CH11,7,2017,CH401,6,CC,12/1/2017 21:58:56,CORE
1401CH11,7,2017,CH409,6,CD,12/3/2017 23:36:33,Department Elective - I
1401CH11,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH11,7,2017,PH401,6,CC,12/4/2017 17:28:03,Open Elective - I
1401CH12,7,2017,CB503,6,CC,12/4/2017 15:24:43,Department Elective - II
1401CH12,7,2017,CH400,2,AB,12/4/2017 11:30:08,CORE
1401CH12,7,2017,CH401,6,AB,12/1/2017 21:58:56,CORE
1401CH12,7,2017,CH409,6,BB,12/3/2017 23:36:33,Department Elective - I
1401CH12,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH12,7,2017,PH401,6,BC,12/4/2017 17:28:03,Open Elective - I
1401CH13,7,2017,CB404,6,CD,12/4/2017 14:29:47,Department Elective - II
1401CH13,7,2017,CB501,6,CC,12/5/2017 17:50:05,Open Elective - I
1401CH13,7,2017,CH400,2,BC,12/4/2017 11:30:08,CORE
1401CH13,7,2017,CH401,6,CD,12/1/2017 21:58:56,CORE
1401CH13,7,2017,CH409,6,CD,12/3/2017 23:36:33,Department Elective - I
1401CH13,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH14,7,2017,CB404,6,CC,12/14/2018 11:07:36,Department Elective - II
1401CH14,7,2017,CH400,2,DD,12/4/2017 11:30:08,CORE
1401CH14,7,2017,CH409,6,CD,12/3/2017 23:36:33,Department Elective - I
1401CH14,7,2017,CH410,10,CC,12/4/2017 11:32:59,CORE
1401CH14,7,2017,PH403,6,CC,12/4/2017 15:23:00,Open Elective - I
1401CH15,7,2017,CB404,6,AB,12/4/2017 14:29:47,Department Elective - II
1401CH15,7,2017,CB501,6,AA,12/5/2017 17:50:05,Open Elective - I
1401CH15,7,2017,CH400,2,BB,12/4/2017 11:30:08,CORE
1401CH15,7,2017,CH401,6,AB,12/1/2017 21:58:56,CORE
1401CH15,7,2017,CH409,6,BB,12/3/2017 23:36:33,Department Elective - I
1401CH15,7,2017,CH410,10,AA,12/4/2017 11:32:59,CORE
1401CH16,7,2017,CB404,6,AA,12/4/2017 14:29:47,Department Elective - II
1401CH16,7,2017,CH400,2,AB,12/4/2017 11:30:08,CORE
1401CH16,7,2017,CH401,6,AA,12/1/2017 21:58:56,CORE
1401CH16,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH16,7,2017,CH410,10,AA,12/4/2017 11:32:59,CORE
1401CH16,7,2017,PH403,6,AB,12/4/2017 15:23:00,Open Elective - I
1401CH17,7,2017,CB501,6,BC,12/5/2017 17:50:05,Department Elective - II
1401CH17,7,2017,CB503,6,CD,12/4/2017 15:24:43,Open Elective - I
1401CH17,7,2017,CH400,2,CC,12/4/2017 11:30:08,CORE
1401CH17,7,2017,CH401,6,CC,12/1/2017 21:58:56,CORE
1401CH17,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH17,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH20,7,2017,CB503,6,AA,12/4/2017 15:24:43,Department Elective - II
1401CH20,7,2017,CH400,2,CD,12/4/2017 11:30:08,CORE
1401CH20,7,2017,CH401,6,AA,12/1/2017 21:58:56,CORE
1401CH20,7,2017,CH409,6,AB,12/3/2017 23:36:33,Department Elective - I
1401CH20,7,2017,CH410,10,AB,12/4/2017 11:32:59,CORE
1401CH20,7,2017,PH401,6,AA,12/4/2017 17:28:03,Open Elective - I
1401CH22,7,2017,CB404,6,CC,12/4/2017 14:29:47,Department Elective - II
1401CH22,7,2017,CB501,6,BC,12/5/2017 17:50:05,Open Elective - I
1401CH22,7,2017,CH400,2,CD,12/4/2017 11:30:08,CORE
1401CH22,7,2017,CH401,6,BC,12/1/2017 21:58:56,CORE
1401CH22,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH22,7,2017,CH410,10,BB,12/4/2017 11:32:59,CORE
1401CH24,7,2017,CB404,6,AB,12/4/2017 14:29:47,Department Elective - II
1401CH24,7,2017,CH400,2,AB,12/4/2017 11:30:08,CORE
1401CH24,7,2017,CH401,6,BB,12/1/2017 21:58:56,CORE
1401CH24,7,2017,CH409,6,BB,12/3/2017 23:36:33,Department Elective - I
1401CH24,7,2017,CH410,10,AA,12/4/2017 11:32:59,CORE
1401CH24,7,2017,PH403,6,BB,12/4/2017 15:23:00,Open Elective - I
1401CH25,7,2017,CB503,6,DD,12/4/2017 15:24:43,Department Elective - II
1401CH25,7,2017,CH400,2,DD,12/4/2017 11:30:08,CORE
1401CH25,7,2017,CH401,6,CC,12/1/2017 21:58:56,CORE
1401CH25,7,2017,CH409,6,BC,12/3/2017 23:36:33,Department Elective - I
1401CH25,7,2017,CH410,10,BC,12/4/2017 11:32:59,CORE
1401CS01,7,2017,CS421,6,BB,12/5/2017 16:09:07,CORE
1401CS01,7,2017,CS422,5,AB,12/5/2017 16:08:05,CORE
1401CS01,7,2017,CS498,10,AB,12/4/2017 17:07:17,CORE
1401CS01,7,2017,CS503,6,BC,12/4/2017 18:23:46,Department Elective - II
1401CS01,7,2017,CS561,6,CC,12/4/2017 18:07:12,Department Elective - I
1401CS01,7,2017,EE520,6,BB,12/5/2017 13:12:00,Open Elective - I
1401CS02,7,2017,CS421,6,BB,12/5/2017 16:09:07,CORE
1401CS02,7,2017,CS422,5,AA,12/5/2017 16:08:05,CORE
1401CS02,7,2017,CS498,10,AA,12/4/2017 17:07:17,CORE
1401CS02,7,2017,CS503,6,AA,12/4/2017 18:23:46,Department Elective - II
1401CS02,7,2017,CS561,6,AB,12/4/2017 18:07:12,Department Elective - I
1401CS02,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CS04,7,2017,CS400,2,AB,12/5/2017 18:21:28,CORE
1401CS04,7,2017,CS421,6,BC,12/5/2017 16:09:07,CORE
1401CS04,7,2017,CS422,5,BB,12/5/2017 16:08:05,CORE
1401CS04,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS04,7,2017,CS505,6,AB,11/27/2017 18:38:27,Department Elective - I
1401CS04,7,2017,CS544,6,CC,12/5/2017 16:37:50,Department Elective - II
1401CS04,7,2017,HS451,6,AA,12/5/2017 21:52:59,Open Elective - I
1401CS05,7,2017,CS400,2,AB,12/5/2017 18:21:28,CORE
1401CS05,7,2017,CS421,6,CC,12/5/2017 16:09:07,CORE
1401CS05,7,2017,CS422,5,BB,12/5/2017 16:08:05,CORE
1401CS05,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS05,7,2017,CS505,6,BC,11/27/2017 18:38:27,Department Elective - I
1401CS05,7,2017,CS544,6,CC,12/5/2017 16:37:50,Department Elective - II
1401CS05,7,2017,PH403,6,CD,12/4/2017 15:23:00,Open Elective - I
1401CS06,7,2017,CS400,2,AA,12/5/2017 18:21:28,CORE
1401CS06,7,2017,CS421,6,BC,12/5/2017 16:09:07,CORE
1401CS06,7,2017,CS422,5,AB,12/5/2017 16:08:05,CORE
1401CS06,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS06,7,2017,CS503,6,AB,12/4/2017 18:23:46,Department Elective - II
1401CS06,7,2017,HS451,6,CC,12/5/2017 21:52:59,Open Elective - I
1401CS07,7,2017,CS400,2,AB,12/5/2017 18:21:28,CORE
1401CS07,7,2017,CS421,6,BC,12/5/2017 16:09:07,CORE
1401CS07,7,2017,CS422,5,BB,12/5/2017 16:08:05,CORE
1401CS07,7,2017,CS498,10,BC,12/4/2017 17:07:17,CORE
1401CS07,7,2017,CS503,6,CD,12/4/2017 18:23:46,Department Elective - I
1401CS07,7,2017,CS505,6,CD,11/27/2017 18:38:27,Department Elective - II
1401CS07,7,2017,HS451,6,AB,12/5/2017 21:52:59,Open Elective - I
1401CS08,7,2017,CS400,2,AA,12/5/2017 18:21:28,CORE
1401CS08,7,2017,CS421,6,BC,12/5/2017 16:09:07,CORE
1401CS08,7,2017,CS422,5,AB,12/5/2017 16:08:05,CORE
1401CS08,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS08,7,2017,CS505,6,BC,11/27/2017 18:38:27,Department Elective - II
1401CS08,7,2017,CS561,6,BC,12/4/2017 18:07:12,Department Elective - I
1401CS08,7,2017,MA515,6,AB,12/4/2017 15:37:25,Open Elective - I
1401CS09,7,2017,CS421,6,BB,12/5/2017 16:09:07,CORE
1401CS09,7,2017,CS422,5,AB,12/5/2017 16:08:05,CORE
1401CS09,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS09,7,2017,CS505,6,CC,11/27/2017 18:38:27,Department Elective - II
1401CS09,7,2017,CS561,6,BC,12/4/2017 18:07:12,Department Elective - I
1401CS09,7,2017,HS451,6,BB,12/5/2017 21:52:59,Open Elective - I
1401CS10,7,2017,CS400,2,AB,12/5/2017 18:21:28,CORE
1401CS10,7,2017,CS421,6,AB,12/5/2017 16:09:07,CORE
1401CS10,7,2017,CS422,5,AB,12/5/2017 16:08:05,CORE
1401CS10,7,2017,CS498,10,AB,12/4/2017 17:07:17,CORE
1401CS10,7,2017,CS503,6,AB,12/4/2017 18:23:46,Department Elective - II
1401CS10,7,2017,CS505,6,BB,11/27/2017 18:38:27,Department Elective - I
1401CS10,7,2017,HS451,6,BC,12/5/2017 21:52:59,Open Elective - I
1401CS11,7,2017,CS400,2,BB,12/5/2017 18:21:28,CORE
1401CS11,7,2017,CS421,6,CD,12/5/2017 16:09:07,CORE
1401CS11,7,2017,CS422,5,BC,12/5/2017 16:08:05,CORE
1401CS11,7,2017,CS498,10,BB,12/4/2017 17:07:17,CORE
1401CS11,7,2017,CS503,6,CD,12/4/2017 18:23:46,Department Elective - II
1401CS11,7,2017,CS505,6,DD,11/27/2017 18:38:27,Department Elective - I
1401CS11,7,2017,HS451,6,CD,12/5/2017 21:52:59,Open Elective - I
